s,t,target_dim,target_masked_dim,next_dim,signatures,subalgebra_dim,num_new_gens,last_live_sig,rows_consumed,matrix_bytes,wall_us
8,48,274,45,392,7,8,1,5,4,15344,1734
14,52,114,18,128,7,8,0,-1,0,1824,856
17,54,78,40,95,1,2,0,-1,0,1248,662
18,55,76,39,84,1,2,0,-1,0,1216,546
15,53,110,32,128,3,4,0,-1,0,1760,798
9,49,247,41,298,7,8,0,-1,0,9880,1413
16,54,95,50,120,1,2,1,0,10,1520,507
10,49,228,33,246,7,8,0,-1,0,7296,2179
19,56,76,39,82,1,2,0,-1,0,1216,671
17,55,85,44,103,1,2,1,0,6,1360,668
20,57,74,38,81,1,2,0,-1,0,1184,583
18,56,83,43,92,1,2,1,0,3,1328,577
11,50,203,31,253,7,8,0,-1,0,6496,1447
19,57,82,42,89,1,2,0,-1,0,1312,487
10,50,253,42,267,7,8,1,6,45,10120,1806
20,58,79,41,88,1,2,0,-1,0,1264,470
11,51,220,34,273,7,8,1,6,31,8800,1740
12,51,154,22,219,7,8,1,6,5,4928,2176
13,52,129,19,166,7,8,1,6,15,3096,1916
12,52,167,26,237,7,8,1,6,25,5344,3727
14,53,129,19,138,7,8,1,6,15,3096,2041
13,53,139,22,179,7,8,1,6,5,3336,1607
15,54,121,19,138,7,8,1,6,13,2904,1444
16,55,104,29,130,3,4,1,1,8,2496,1096
17,56,93,48,111,1,2,2,0,11,1488,752
14,54,139,22,151,7,8,0,-1,0,3336,2133
18,57,91,46,99,1,2,1,0,3,1456,733
19,58,89,46,97,1,2,1,0,3,1424,789
20,59,85,43,96,1,2,1,0,3,1360,958
15,55,130,19,152,7,8,0,-1,0,3120,2544
16,56,111,33,144,3,4,0,-1,0,2664,1363
17,57,99,51,122,1,2,0,-1,0,1584,897
18,58,97,51,107,1,2,1,0,9,1552,987
19,59,97,50,107,1,2,1,0,6,1552,853
20,60,91,47,105,1,2,0,-1,0,1456,643
